Certainty.to.vote.in.general.election.10.is.certain,GEVote,DidyouvoteGE2015,Past.vote,Eurefvote,Certainty.to.vote.in.EU.referendum.10.is.certain,Gender,Age,Region,Ethnicity,Education,Housing,mosaic_2014_groups,parliamentary_constituency,local_authority
9,Labour,Yes.I.voted,Labour,Leave,10,Male,48,South.East,White,Level.1,Owned.outright.by.household,M,E14000583,E07000132
7,Dont.know,Yes.I.voted,Conservative,"","",Male,21,East.of.England,White,Level.1.or.2,Rented.from.private.landlord,blank,E14000622,E07000069
10,Conservative,Yes.I.voted,Conservative,Remain,10,Male,68,East.of.England,White,Level.2,Owned.outright.by.household,G,E14000595,E07000191
"",Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Dont.know,8,Female,45,Scotland,White,Level.1,Social.housing.rented.other.than.from.council/local.authority,D,S14000020,S12000010
10,Labour,Yes.I.voted,UKIP,Dont.know,9,Female,63,East.of.England,White,Level.2,Owned.outright.by.household,F,E14000957,E06000033
10,Labour,Yes.I.voted,Liberal.Democrat,Leave,9,Female,54,South.West,White,Level.1,Owned.with.a.mortgage.or.loan,D,E14000891,E06000003
5,Conservative,No.I.chose.not.to.vote,0,"","",Male,47,London,White,Dont.know,Rented.from.Local.Authority,K,E14000639,E09000033
1,UKIP,Yes.I.voted,UKIP,Leave,1,Female,60,North.West,White,Level.1,Prefer.not.to.say,B,E14000611,E08000002
10,Conservative,Yes.I.voted,Conservative,Leave,10,Male,52,London,White,Level.1.or.2,Being.bought.on.a.mortgage,N,E14000760,E09000026
"",Would.not.vote,Yes.I.voted,Labour,Leave,10,Male,35,Wales,White,Level.2,Owned.outright.by.household,M,W07000074,W06000013
10,Conservative,Yes.I.voted,Conservative,Leave,10,Male,50,Yorkshire.and.The.Humber,White,Level.1,Owned.with.a.mortgage.or.loan,G,E14000614,E08000033
"",Labour,Yes.I.voted,Labour,Remain,10,Female,59,Wales,White,Level.1,Owned.outright.by.household,G,W07000062,W06000006
6,None.-.wont.vote,No.I.was.ineligible.to.vote.in.that.General.Election,"",Leave,Dont.know,Male,55,London,White,Level.4,Rented.from.a.private.landlord.or.letting.agency,G,E14001048,E06000041
"",Dont.know,Yes.I.voted,Dont.remember,Dont.know,Dont.know,Female,28,Scotland,White,Level.2,Owned.with.a.mortgage.or.loan,F,S14000033,S12000046
10,Conservative,Yes.I.voted,UKIP,Leave,"",Female,48,South.East,White,Level.1.or.2,Being.bought.on.a.mortgage,G,E14000907,E07000207
"",Labour,Yes.I.voted,Scottish.National.Party.SNP,Remain,10,Female,42,Scotland,White,Level.2,Owned.with.a.mortgage.or.loan,L,S14000041,S12000015
"",Green.Party,Yes.I.voted,Labour,Remain,10,Male,39,London,White,Level.1,Social.housing.rented.other.than.from.council/local.authority,K,E14000553,E09000028
10,Dont.know,Yes.I.voted,Labour,Remain,"",Female,33,West.Midlands,White,Level.1.or.2,Rented.from.Housing.Association,K,E14001011,E08000030
10,UKIP,Yes.I.voted,UKIP,"","",Male,66,East.of.England,White,Dont.know,Owned.outright.by.household,M,E14000544,E07000066
10,UKIP,Yes.I.voted,Conservative,Leave,10,Male,32,North.East,White,Level.1.or.2,Rented.from.Local.Authority,I,E14001006,E08000022
"",Plaid.Cymru.-.the.Welsh.Nationalists,Yes.I.voted,Labour,Remain,10,Male,56,Wales,White,Level.1,Rented.from.council/local.authority,J,W07000048,W06000011
10,Green.Party,Yes.I.voted,Green.Party,Remain,10,Male,Prefer.not.to.say,East.of.England,White,Level.1,Owned.with.a.mortgage.or.loan,D,E14000827,E07000091
10,Conservative,Yes.I.voted,Conservative,Dont.know,"",Male,57,South.East,White,Level.1.or.2,Rented.from.Housing.Association,F,E14001015,E07000179
"",Labour,Yes.I.voted,Labour,Leave,10,Male,72,Wales,White,Level.2,Owned.with.a.mortgage.or.loan,M,W07000049,W06000012
1,UKIP,Yes.I.voted,UKIP,Leave,10,Prefer.not.to.say,52,East.Midlands,Prefer.not.to.say,0,Prefer.not.to.say,I,E14000783,E06000016
"",Conservative,Yes.I.voted,Labour,Remain,10,Male,62,Scotland,White,0,Owned.outright.by.household,F,S14000052,S12000038
5,UKIP,No.I.wanted.to.vote.but.was.unable.to.do.so,"",Leave,10,Male,37,East.of.England,Asian/Asian.British,Level.4,Owned.with.a.mortgage.or.loan,J,E14000784,E06000016
10,Liberal.Democrat,Yes.I.voted,Liberal.Democrat,Leave,10,Female,64,Yorkshire.and.The.Humber,White,No.formal.qualifications,Other/dont.know,N,E14000587,E08000032
10,Conservative,Yes.I.voted,Conservative,Remain,9,Female,49,East.Midlands,White,Level.1,Owned.outright.by.household,G,E14000924,E07000170
8,Conservative,No.I.wanted.to.vote.but.was.unable.to.do.so,"",Dont.know,10,Female,52,Wales,White,Other,Owned.outright.by.household,B,E14000968,E07000243
"",Liberal.Democrat,Yes.I.voted,Labour,Remain,10,Male,67,Scotland,White,Level.2,Owned.outright.by.household,F,S14000041,S12000015
"",Would.not.vote,Yes.I.voted,Dont.remember,Remain,10,Male,55,Wales,White,Level.2,Owned.with.a.mortgage.or.loan,G,W07000073,W06000013
10,Conservative,Yes.I.voted,Conservative,Remain,10,Female,32,South.East,White,Level.2,Owned.with.a.mortgage.or.loan,O,E14000874,E07000180
10,Labour,Yes.I.voted,Labour,Remain,10,Male,Prefer.not.to.say,London,White,Level.4,Rented.from.a.private.landlord.or.letting.agency,O,S14000038,S12000018
10,Labour,Yes.I.voted,Labour,Leave,"",Female,73,South.East,White,Dont.know,Other/Dont.know,L,E14000613,E07000203
"",Conservative,Yes.I.voted,Conservative,Leave,10,Female,60,London,White,Level.2,Owned.outright.by.household,A,E14001036,E09000033
"",Plaid.Cymru.-.the.Welsh.Nationalists,Yes.I.voted,Labour,Remain,5,Female,45,Wales,White,No.qualifications,Rented.from.council/local.authority,I,W07000041,W06000001
10,UKIP,Yes.I.voted,UKIP,"","",Male,53,Yorkshire.and.The.Humber,White,Other,Owned.outright.by.household,D,E14000925,E08000032
10,Labour,Yes.I.voted,Liberal.Democrat,Remain,10,Male,29,London,White,Level.4,Rented.from.private.landlord,O,E14000978,E09000022
10,Conservative,Yes.I.voted,Conservative,Dont.know,10,Female,Prefer.not.to.say,South.East,White,Level.1,Owned.with.a.mortgage.or.loan,J,E14000957,E06000033
10,Conservative,Yes.I.voted,Conservative,Leave,10,Male,65,South.East,White,No.formal.qualifications,Owned.outright.by.household,G,E14000983,E07000214
"",Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Leave,10,Male,57,Scotland,White,Level.1,Owned.with.a.mortgage.or.loan,D,S14000004,S12000041
"",Plaid.Cymru.-.the.Welsh.Nationalists,Yes.I.voted,Plaid.Cymru-.the.Welsh.Nationalists,Remain,9,Male,66,Wales,White,Level.1,Owned.outright.by.household,D,W07000041,W06000001
10,Labour,Yes.I.voted,Labour,Dont.know,6,Male,57,London,Black/Black.British,Level.1,Owned.outright.by.household,A,E14000787,E09000023
10,Dont.know,Yes.I.voted,0,Leave,"",Female,40,North.West,White,Level.3,Being.bought.on.a.mortgage,I,E14000647,E07000029
10,UKIP,Yes.I.voted,UKIP,Leave,10,Male,66,South.West,White,Level.2,Owned.outright.by.household,E,E14000837,E06000052
10,Conservative,Yes.I.voted,Conservative,Leave,10,Female,39,South.East,White,Level.2,Owned.outright.by.household,H,E14000641,E06000047
10,UKIP,Yes.I.voted,UKIP,Leave,10,Male,66,East.of.England,White,Level.1.or.2,Rented.from.Housing.Association,L,E14000878,E06000031
"",Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Remain,10,Female,36,Scotland,White,Level.2,Owned.with.a.mortgage.or.loan,D,S14000046,S12000020
10,Other.party,Yes.I.voted,UKIP,Leave,10,Male,64,North.East,White,Level.1,Owned.outright.by.household,B,E14001020,E08000024
"",Conservative,Yes.I.voted,Conservative,Remain,10,Female,58,Scotland,White,Level.1,Owned.outright.by.household,F,S14000025,S12000036
"",Labour,No.I.was.ineligible.to.vote.in.that.General.Election,"",Remain,5,Male,77,Wales,White,No.qualifications,Owned.outright.by.household,M,W07000075,W06000016
10,Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Remain,"",Male,29,Scotland,White,Level.4,Prefer.not.to.say,M,S14000038,S12000018
10,Conservative,Yes.I.voted,Conservative,Remain,10,Male,61,Yorkshire.and.The.Humber,White,0,Owned.outright.by.household,K,E14000680,E07000085
"",Green.Party,Yes.I.voted,Labour,Remain,7,Female,36,Wales,White,Level.2,Owned.with.a.mortgage.or.loan,H,W07000059,W06000003
"",UKIP,Yes.I.voted,UKIP,Leave,10,Female,57,Wales,White,Level.1,Rented.from.a.private.landlord.or.letting.agency,K,W07000074,W06000016
1,Labour,Yes.I.voted,Labour,Leave,10,Male,31,North.West,White,Other,Being.bought.on.a.mortgage,J,E14000708,E08000012
"",Dont.know,Yes.I.voted,Dont.remember,Leave,7,Female,40,Scotland,White,Level.1,Owned.with.a.mortgage.or.loan,D,S14000049,S12000015
10,Labour,Yes.I.voted,Labour,Remain,10,Male,59,East.of.England,White,Apprenticeship,Owned.outright.by.household,F,E14000864,E07000148
10,Conservative,Yes.I.voted,Conservative,Leave,10,Female,60,London,White,Level.2,Owned.outright.by.household,N,E14000823,E09000024
"",Conservative,No.I.chose.not.to.vote,"",Leave,8,Female,61,London,Mixed./.Multiple.Ethnic.Groups,Level.3,Social.housing.rented.other.than.from.council/local.authority,K,E14000882,E09000030
10,Conservative,Yes.I.voted,Conservative,"","",Female,36,North.West,White,Level.4,Rented.from.private.landlord,B,E14001018,E06000007
10,Conservative,Yes.I.voted,Conservative,Leave,10,Male,31,West.Midlands,Asian/Asian.British,Level.4,Owned.with.a.mortgage.or.loan,N,E14000649,E08000026
1,None.-.wont.vote,No.I.chose.not.to.vote,"",Would.not.vote,1,Prefer.not.to.say,53,South.East,White,Level.1,Rented.from.council/local.authority,I,N06000008,N09000005
"",Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Remain,10,Male,35,Scotland,White,Level.4,Owned.with.a.mortgage.or.loan,H,S14000028,S12000014
"",Labour,Yes.I.voted,Labour,Remain,5,Male,75,Wales,White,0,Owned.outright.by.household,L,W07000077,W06000018
10,Conservative,Yes.I.voted,Conservative,Remain,10,Male,Prefer.not.to.say,East.of.England,White,Level.1,Owned.with.a.mortgage.or.loan,E,E14000821,E06000042
10,Liberal.Democrat,Yes.I.voted,Labour,Remain,10,Female,61,Yorkshire.and.The.Humber,White,Level.4,Owned.outright.by.household,G,E14000925,E08000032
"",UKIP,Yes.I.voted,UKIP,Leave,10,Male,62,Wales,White,Apprenticeship,Owned.outright.by.household,M,W07000052,W06000016
10,Conservative,Yes.I.voted,Conservative,Remain,10,Female,58,East.Midlands,White,Level.3,Owned.outright.by.household,F,E14000792,E07000138
10,Labour,Yes.I.voted,Labour,"","",Male,30,West.Midlands,White,Level.3,Being.bought.on.a.mortgage,H,E14001035,E07000238
10,Labour,Yes.I.voted,Labour,Leave,10,Male,51,East.Midlands,White,0,Rented.from.council/local.authority,I,E14000810,E07000174
Dont.know,Dont.know,Yes.I.voted,Conservative,Leave,10,Female,Prefer.not.to.say,East.Midlands,White,0,Prefer.not.to.say,C,E14000852,E07000114
10,Conservative,Yes.I.voted,Conservative,Remain,10,Female,61,North.West,White,Level.4,Owned.outright.by.household,M,E14000825,E07000121
10,Conservative,Yes.I.voted,Conservative,Remain,10,Male,45,North.West,White,Level.2,Owned.with.a.mortgage.or.loan,B,E14000612,E08000002
10,Dont.know,No.I.wanted.to.vote.but.was.unable.to.do.so,"",Remain,10,Male,42,North.East,White,Level.2,Owned.with.a.mortgage.or.loan,J,E14000840,E06000047
10,Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Leave,10,Male,32,Scotland,White,Dont.know,Prefer.not.to.say,J,S14000040,S12000008
10,Conservative,Yes.I.voted,Conservative,Remain,"",Female,32,North.West,White,Level.4,Being.bought.on.a.mortgage,H,E14000962,E08000013
"",Scottish.National.Party.SNP,Yes.I.voted,UKIP,Leave,10,Female,58,Scotland,White,Level.1,Owned.with.a.mortgage.or.loan,M,S14000043,S12000040
10,Liberal.Democrat,Yes.I.voted,Liberal.Democrat,Leave,10,Female,75,South.East,White,Level.1,Owned.outright.by.household,E,E14000997,E07000115
10,Conservative,Yes.I.voted,Conservative,Dont.know,10,Male,76,Yorkshire.and.The.Humber,White,Other,Owned.outright.by.household,C,E14000917,E07000169
9,Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Remain,10,Female,27,Scotland,White,Level.1,Owned.with.a.mortgage.or.loan,O,S14000040,S12000008
10,Labour,Yes.I.voted,Labour,"","",Female,40,East.of.England,White,Level.4,Being.bought.on.a.mortgage,L,E14000878,E06000031
7,Dont.know,No.I.wanted.to.vote.but.was.unable.to.do.so,"",Leave,8,Male,73,East.Midlands,White,Level.2,Prefer.not.to.say,E,E14000862,E07000154
"",Conservative,Yes.I.voted,Conservative,Leave,10,Male,65,Wales,White,Level.1,Owned.outright.by.household,E,W07000046,W06000011
10,UKIP,Yes.I.voted,UKIP,"","",Female,29,North.West,White,Other,Rented.from.private.landlord,J,E14001059,E08000003
"",Labour,Yes.I.voted,Labour,Remain,10,Female,71,Scotland,White,Level.4,Social.housing.rented.other.than.from.council/local.authority,L,S14000045,S12000019
5,Plaid.Cymru.-.the.Welsh.Nationalists,No.I.chose.not.to.vote,"",Remain,10,Female,32,Wales,White,Level.1,Owned.with.a.mortgage.or.loan,J,W07000045,W06000010
10,Conservative,Yes.I.voted,Conservative,"","",Prefer.not.to.say,Prefer.not.to.say,East.Midlands,Asian/Asian.British,Level.1.or.2,Owned.outright.by.household,B,E14000940,E07000129
"",Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Remain,10,Female,48,Scotland,White,Level.2,Owned.with.a.mortgage.or.loan,B,S14000048,S12000021
"",Labour,Yes.I.voted,Labour,Leave,10,Male,58,Wales,White,0,Rented.from.council/local.authority,G,W07000056,W06000022
"",Labour,Yes.I.voted,Labour,Remain,10,Prefer.not.to.say,32,London,Prefer.not.to.say,0,Prefer.not.to.say,G,E14000788,E09000006
5,Dont.know,Cant.remember,"",Dont.know,4,Male,40,Yorkshire.and.The.Humber,White,0,Rented.from.council/local.authority,I,E14000772,E06000010
10,Conservative,Yes.I.voted,Conservative,Remain,"",Male,51,North.East,White,Level.4,Owned.outright.by.household,C,E14000970,E06000004
10,Conservative,Yes.I.voted,Conservative,Dont.know,10,Male,76,East.of.England,White,Level.1,Owned.outright.by.household,F,E14000900,E09000016
"",Dont.know,Yes.I.voted,Dont.remember,Dont.know,Dont.know,Female,60,Scotland,White,0,Prefer.not.to.say,O,S14000042,S12000029
"",Other.party,Yes.I.voted,UKIP,Leave,10,Female,52,London,White,Level.1,Owned.with.a.mortgage.or.loan,G,E14000655,E09000008
5,Green.Party,Yes.I.voted,Labour,Dont.know,Dont.know,Prefer.not.to.say,53,Prefer.not.to.say,Prefer.not.to.say,0,Prefer.not.to.say,K,E14000553,E09000028
"",Labour,Yes.I.voted,Labour,Remain,10,Female,53,Scotland,White,Level.4,Owned.with.a.mortgage.or.loan,D,S14000027,S12000013
1,Dont.know,Cant.remember,0,Would.not.vote,2,Female,27,South.East,White,Level.3,Rented.from.council/local.authority,L,E14000890,E06000038
"",Conservative,Yes.I.voted,Labour,Leave,10,Female,73,Scotland,White,Level.4,Owned.outright.by.household,A,S14000023,S12000036
4,Labour,No.I.chose.not.to.vote,0,Leave,4,Female,34,North.East,White,Level.1.or.2,Rented.from.Local.Authority,J,E14001020,E08000024
1,Labour,Yes.I.voted,Labour,Leave,10,Female,42,Scotland,White,Dont.know,Being.bought.on.a.mortgage,K,S14000025,S12000036
10,Labour,Yes.I.voted,Labour,Leave,10,Female,Prefer.not.to.say,North.West,Black/Black.British,Level.4,Owned.outright.by.household,I,E14000968,E07000243
"",Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Remain,10,Male,55,Scotland,White,Level.2,Rented.from.a.private.landlord.or.letting.agency,C,S14000058,S12000034
"",Dont.know,Yes.I.voted,Other.party,Remain,10,Female,46,London,Black./.African./.Caribbean./.Black.British,Level.1,Rented.from.a.private.landlord.or.letting.agency,N,E14000592,E09000005
3,Liberal.Democrat,No.I.chose.not.to.vote,0,Leave,9,Male,67,London,White,Other,Owned.outright.by.household,N,E14000718,E09000011
"",Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Remain,10,Male,69,Scotland,White,No.qualifications,Owned.outright.by.household,L,S14000059,S12000039
10,Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,"","",Female,60,Scotland,White,Level.1.or.2,Being.bought.on.a.mortgage,K,S14000057,S12000030
10,Conservative,Yes.I.voted,Conservative,"","",Male,72,East.Midlands,White,No.formal.qualifications,Owned.outright.by.household,C,E14000935,E07000039
10,Other.party,Yes.I.voted,Liberal.Democrat,Leave,10,Male,76,North.West,White,0,Owned.outright.by.household,L,E14000557,E07000065
"",Conservative,Yes.I.voted,Plaid.Cymru-.the.Welsh.Nationalists,Dont.know,10,Male,65,Wales,White,Level.2,Owned.outright.by.household,D,W07000061,W06000002
10,Scottish.National.Party.SNP,Yes.I.voted,Labour,Remain,Dont.know,Male,27,North.West,White,Level.1.or.2,Rented.from.Housing.Association,K,E14000725,E06000006
8,Conservative,Yes.I.voted,Conservative,Remain,10,Male,57,North.East,White,Level.2,Owned.with.a.mortgage.or.loan,D,E14000746,E06000057
10,Conservative,Yes.I.voted,Conservative,Leave,10,Male,57,Scotland,White,No.qualifications,Owned.outright.by.household,D,S14000044,S12000040
10,Conservative,Yes.I.voted,Conservative,Dont.know,"",Female,64,South.West,White,Level.1.or.2,Rented.from.private.landlord,M,E14000950,E06000026
10,Dont.know,Yes.I.voted,UKIP,"","",Female,54,West.Midlands,White,Level.4,Rented.from.Housing.Association,M,E14001035,E07000238
8,Dont.know,No.I.chose.not.to.vote,0,"","",Female,Prefer.not.to.say,South.East,White,Level.3,Prefer.not.to.say,I,E14000626,E07000115
10,UKIP,Yes.I.voted,UKIP,Leave,10,Female,29,North.East,White,Level.1,Rented.from.a.private.landlord.or.letting.agency,J,E14000733,E06000001
"",Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Leave,10,Male,55,Scotland,White,Level.1,Owned.with.a.mortgage.or.loan,K,S14000005,S12000035
10,Conservative,Yes.I.voted,Conservative,"","",Male,30,London,Asian/Asian.British,Level.4,Being.bought.on.a.mortgage,A,E14000592,E09000005
"",Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Leave,6,Female,27,Scotland,White,Level.2,Rented.from.council/local.authority,M,S14000020,S12000010
"",Dont.know,Yes.I.voted,Dont.know,Dont.know,Dont.know,Prefer.not.to.say,67,London,Prefer.not.to.say,0,Prefer.not.to.say,N,E14000823,E09000024
"",UKIP,Yes.I.voted,UKIP,Leave,10,Male,51,Wales,White,Level.1,Owned.with.a.mortgage.or.loan,D,W07000044,W06000006
10,Dont.know,Yes.I.voted,UKIP,Leave,10,Female,68,South.West,White,No.formal.qualifications,Rented.from.Housing.Association,D,E14000838,E07000043
"",Dont.know,Yes.I.voted,Dont.remember,Leave,10,Female,44,Scotland,White,Level.2,Rented.from.council/local.authority,D,S14000006,S12000028
10,UKIP,Yes.I.voted,Conservative,Leave,10,Female,54,North.East,White,Level.1,Owned.outright.by.household,K,E14001038,E06000024
10,UKIP,Yes.I.voted,Conservative,Leave,10,Female,62,South.East,White,Level.1.or.2,Owned.outright.by.household,M,E14000670,E07000108
10,UKIP,Yes.I.voted,UKIP,Remain,10,Male,49,East.Midlands,White,Level.3,Being.bought.on.a.mortgage,F,E14000583,E07000132
1,None.-.wont.vote,Yes.I.voted,Labour,Leave,5,Male,24,South.East,Prefer.not.to.say,0,Owned.with.a.mortgage.or.loan,O,E14000756,E08000034
"",Liberal.Democrat,Yes.I.voted,Liberal.Democrat,Dont.know,10,Female,47,Scotland,White,Level.2,Living.rent.free,G,S14000037,S12000033
10,UKIP,Yes.I.voted,UKIP,Leave,10,Female,Prefer.not.to.say,Yorkshire.and.The.Humber,Prefer.not.to.say,Level.3,Being.bought.on.a.mortgage,M,E14000771,E06000010
"",Dont.know,Cant.remember,"",Dont.know,5,Male,44,Wales,White,Level.4,Owned.with.a.mortgage.or.loan,G,W07000055,W06000021
7,Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Dont.know,5,Female,Prefer.not.to.say,West.Midlands,White,0,Rented.from.council/local.authority,I,S14000045,S12000019
10,Labour,No.I.chose.not.to.vote,0,Remain,10,Female,61,North.West,White,Level.4,Owned.outright.by.household,F,E14000570,E06000008
10,Plaid.Cymru.-.the.Welsh.Nationalists,Yes.I.voted,UKIP,Leave,10,Female,27,Yorkshire.and.The.Humber,White,Level.2,Owned.outright.by.household,O,W07000065,W06000009
10,Conservative,Yes.I.voted,Conservative,"","",Male,48,West.Midlands,White,Level.3,Being.bought.on.a.mortgage,I,E14001049,E08000031
